rental_id,customer_id,store_id,movie_title,category,rental_date,rental_fee,discount,final_fee,loyalty_points
608,CUST060,Downtown Store,Guardians of the Galaxy,Action,2024-02-16,2.1,0.5,1.6,0
609,CUST184,Mall Store,Zootopia,Animation,2024-10-01,10.78,0.0,10.78,15
610,CUST094,Downtown Store,Zootopia,Animation,2025-02-14,6.0,1.5,4.5,6
611,CUST245,Mall Store,Titanic,Romance,2024-06-19,3.13,3.0,0.1299999999999999,0
612,CUST054,Mall Store,Spider-Man: Far From Home,Action,2025-05-09,10.02,3.0,7.02,12
613,CUST195,Mall Store,Spider-Man: Far From Home,Action,2024-01-30,10.63,3.0,7.630000000000001,6
614,CUST250,Downtown Store,Shrek,Animation,2025-02-25,6.41,0.0,6.41,9
615,CUST161,Downtown Store,Coco,Animation,2025-06-21,9.68,2.0,7.68,6
616,CUST174,Suburban Store,Doctor Strange,Action,2025-06-19,8.88,2.0,6.880000000000001,3
617,CUST128,Mall Store,The Dark Knight,Action,2024-12-20,8.64,3.0,5.640000000000001,8
618,CUST286,Suburban Store,Toy Story 4,Animation,2024-02-25,2.12,0.5,1.62,0
619,CUST085,Downtown Store,Shrek,Animation,2025-05-18,5.21,1.0,4.21,6
620,CUST260,Downtown Store,Frozen II,Family,2025-07-17,8.43,1.5,6.93,6
621,CUST236,Mall Store,Joker,Drama,2025-08-09,6.48,1.5,4.98,8
622,CUST061,Mall Store,Zootopia,Animation,2024-01-19,3.03,1.5,1.5299999999999998,0
623,CUST282,Downtown Store,The Matrix,Sci-Fi,2024-04-03,9.92,2.0,7.92,9
624,CUST288,Downtown Store,Minions,Animation,2025-04-12,11.5,1.0,10.5,5
625,CUST233,Mall Store,Aladdin,Family,2025-07-27,9.67,2.0,7.67,12
626,CUST187,Suburban Store,Up,Family,2025-04-08,3.14,3.0,0.14000000000000012,0
627,CUST175,Mall Store,Avengers: Endgame,Action,2024-10-25,7.48,1.0,6.48,3
628,CUST085,Mall Store,Frozen II,Family,2024-05-23,10.22,3.0,7.220000000000001,12
629,CUST131,Suburban Store,The Lion King,Family,2024-07-19,3.88,1.5,2.38,2
630,CUST098,Suburban Store,Finding Nemo,Family,2024-12-12,3.08,1.5,1.58,0
631,CUST064,Mall Store,Coco,Animation,2025-04-13,8.58,2.0,6.58,6
632,CUST003,Suburban Store,Shrek,Animation,2024-02-19,7.53,1.5,6.03,12
633,CUST091,Suburban Store,Minions,Animation,2025-08-15,3.74,0.5,3.24,1
634,CUST165,Suburban Store,Titanic,Romance,2025-01-28,6.19,2.0,4.19,4
635,CUST204,Mall Store,It Chapter Two,Horror,2024-10-28,6.53,0.5,6.03,6
636,CUST263,Mall Store,The Dark Knight,Action,2025-07-14,10.61,3.0,7.609999999999999,6
637,CUST108,Suburban Store,Captain Marvel,Action,2024-10-24,8.87,3.0,5.869999999999999,4
638,CUST092,Suburban Store,Up,Family,2025-07-09,8.94,1.0,7.9399999999999995,3
639,CUST181,Suburban Store,Inside Out,Animation,2025-05-06,7.83,3.0,4.83,8
640,CUST274,Mall Store,Doctor Strange,Action,2025-03-08,10.08,2.0,8.08,4
641,CUST196,Downtown Store,Avengers: Endgame,Action,2024-02-24,8.7,0.5,8.2,12
642,CUST083,Mall Store,Inside Out,Animation,2024-09-13,3.46,0.0,3.46,3
643,CUST278,Downtown Store,Captain Marvel,Action,2025-01-02,10.14,0.0,10.14,10
644,CUST288,Mall Store,Guardians of the Galaxy,Action,2024-08-31,7.11,3.0,4.11,6
645,CUST025,Mall Store,Up,Family,2025-01-31,6.17,3.0,3.17,3
646,CUST028,Downtown Store,The Matrix,Sci-Fi,2024-09-14,4.03,1.5,2.5300000000000002,2
647,CUST189,Suburban Store,Coco,Animation,2025-07-13,9.38,0.5,8.88,8
648,CUST230,Downtown Store,John Wick 3,Action,2024-03-17,3.87,0.5,3.37,1
649,CUST021,Mall Store,Titanic,Romance,2024-10-12,7.57,0.5,7.07,6
650,CUST131,Downtown Store,Black Panther,Action,2024-12-04,6.66,0.5,6.16,3
651,CUST166,Suburban Store,Toy Story 4,Animation,2024-02-22,9.74,3.0,6.74,9
652,CUST294,Suburban Store,Shrek,Animation,2025-01-01,2.73,3.0,0.0,0
653,CUST113,Downtown Store,Minions,Animation,2025-06-17,2.68,2.0,0.6800000000000002,0
654,CUST279,Suburban Store,The Dark Knight,Action,2025-02-17,2.92,0.5,2.42,2
655,CUST170,Mall Store,Doctor Strange,Action,2025-01-04,4.94,2.0,2.9400000000000004,4
656,CUST005,Downtown Store,The Matrix,Sci-Fi,2024-12-20,6.46,3.0,3.46,2
657,CUST165,Mall Store,Frozen II,Family,2024-04-26,5.86,2.0,3.8600000000000003,3
658,CUST265,Mall Store,Avengers: Endgame,Action,2025-06-10,10.03,1.5,8.53,16
659,CUST152,Suburban Store,Frozen II,Family,2024-07-16,5.2,0.0,5.2,2
660,CUST276,Suburban Store,Spider-Man: Far From Home,Action,2024-01-08,8.27,0.5,7.77,6
661,CUST218,Downtown Store,Doctor Strange,Action,2024-07-29,7.38,3.0,4.38,8
662,CUST037,Suburban Store,Coco,Animation,2024-06-06,2.24,3.0,0.0,0
663,CUST045,Downtown Store,Frozen II,Family,2024-02-25,3.78,1.0,2.78,1
664,CUST117,Mall Store,Black Panther,Action,2025-02-21,5.88,3.0,2.88,4
665,CUST162,Downtown Store,The Dark Knight,Action,2025-02-02,8.73,2.0,6.73,3
666,CUST033,Suburban Store,Coco,Animation,2025-08-22,2.46,0.0,2.46,3
667,CUST055,Mall Store,Minions,Animation,2024-11-04,8.07,1.0,7.07,12
668,CUST203,Suburban Store,Titanic,Romance,2024-02-01,6.74,2.0,4.74,4
669,CUST201,Suburban Store,Toy Story 4,Animation,2024-10-29,11.6,0.5,11.1,15
670,CUST192,Downtown Store,Doctor Strange,Action,2025-07-20,10.75,0.5,10.25,5
671,CUST003,Suburban Store,Frozen II,Family,2025-02-07,7.37,0.0,7.37,9
672,CUST177,Downtown Store,Captain Marvel,Action,2025-02-26,11.06,2.0,9.06,8
673,CUST095,Downtown Store,Spider-Man: Far From Home,Action,2024-09-15,3.94,0.5,3.44,1
674,CUST282,Mall Store,Inside Out,Animation,2025-07-16,2.73,3.0,0.0,0
675,CUST051,Downtown Store,It Chapter Two,Horror,2025-08-17,6.87,1.0,5.87,6
676,CUST121,Downtown Store,Toy Story 4,Animation,2024-10-18,8.2,0.5,7.699999999999999,9
677,CUST231,Mall Store,Shrek,Animation,2024-11-09,8.93,0.5,8.43,12
678,CUST220,Downtown Store,Zootopia,Animation,2024-01-05,5.13,0.5,4.63,8
679,CUST185,Downtown Store,It Chapter Two,Horror,2024-12-05,10.78,1.5,9.28,16
680,CUST157,Mall Store,Inception,Sci-Fi,2025-07-18,3.09,3.0,0.08999999999999986,0
681,CUST072,Suburban Store,It Chapter Two,Horror,2024-07-20,4.63,3.0,1.63,0
682,CUST039,Downtown Store,Guardians of the Galaxy,Action,2025-06-03,8.32,2.0,6.32,12
683,CUST109,Downtown Store,Inside Out,Animation,2025-07-18,4.61,2.0,2.6100000000000003,4
684,CUST077,Mall Store,Coco,Animation,2025-02-05,4.23,2.0,2.2300000000000004,3
685,CUST238,Suburban Store,Toy Story 4,Animation,2025-06-06,2.91,1.0,1.9100000000000001,0
686,CUST123,Suburban Store,Doctor Strange,Action,2024-06-18,9.57,0.5,9.07,16
687,CUST092,Suburban Store,Spider-Man: Far From Home,Action,2025-08-02,8.59,0.5,8.09,16
688,CUST021,Downtown Store,Inception,Sci-Fi,2025-05-14,4.32,1.0,3.3200000000000003,3
689,CUST022,Suburban Store,Aladdin,Family,2024-07-30,7.18,1.0,6.18,12
690,CUST233,Downtown Store,Shrek,Animation,2024-02-10,11.81,1.0,10.81,5
691,CUST267,Suburban Store,Up,Family,2024-10-07,10.35,1.0,9.35,8
692,CUST194,Mall Store,Titanic,Romance,2024-03-20,7.17,1.5,5.67,4
693,CUST208,Mall Store,Minions,Animation,2024-12-19,6.87,1.5,5.37,2
694,CUST072,Mall Store,Minions,Animation,2024-06-18,4.3,2.0,2.3,3
695,CUST077,Downtown Store,Captain Marvel,Action,2024-06-10,5.62,3.0,2.62,1
696,CUST118,Mall Store,Doctor Strange,Action,2024-12-04,9.2,1.5,7.699999999999999,12
697,CUST108,Suburban Store,Shrek,Animation,2024-06-14,8.47,1.5,6.970000000000001,3
698,CUST023,Downtown Store,Aladdin,Family,2025-08-10,7.92,0.5,7.42,3
699,CUST076,Downtown Store,Black Panther,Action,2024-06-19,4.58,0.5,4.08,8
700,CUST289,Suburban Store,Moana,Family,2024-01-20,10.79,3.0,7.789999999999999,9
701,CUST111,Mall Store,Joker,Drama,2025-04-27,10.67,0.5,10.17,10
702,CUST074,Suburban Store,The Dark Knight,Action,2024-07-05,8.23,2.0,6.23,9
703,CUST176,Mall Store,Spider-Man: Far From Home,Action,2024-03-11,4.3,1.5,2.8,2
704,CUST009,Downtown Store,The Lion King,Family,2025-06-19,10.6,2.0,8.6,16
705,CUST050,Downtown Store,Toy Story 4,Animation,2025-05-02,11.02,2.0,9.02,4
706,CUST258,Downtown Store,The Matrix,Sci-Fi,2024-04-05,6.82,0.5,6.32,3
707,CUST221,Suburban Store,Inside Out,Animation,2025-03-06,5.7,0.0,5.7,8
708,CUST247,Mall Store,Aladdin,Family,2024-12-24,7.89,3.0,4.89,2
709,CUST069,Mall Store,The Dark Knight,Action,2025-05-03,9.66,0.0,9.66,12
710,CUST279,Mall Store,Moana,Family,2024-09-20,3.89,3.0,0.8900000000000001,0
711,CUST268,Downtown Store,Black Panther,Action,2025-06-16,2.07,3.0,0.0,0
712,CUST162,Mall Store,Up,Family,2025-01-05,3.07,1.5,1.5699999999999998,0
713,CUST275,Mall Store,It Chapter Two,Horror,2025-08-01,5.66,1.0,4.66,8
714,CUST105,Mall Store,Inside Out,Animation,2025-07-19,9.84,1.5,8.34,8
715,CUST287,Suburban Store,Inception,Sci-Fi,2025-05-10,4.54,1.0,3.54,3
716,CUST204,Suburban Store,Inside Out,Animation,2024-05-21,10.55,3.0,7.550000000000001,3
717,CUST118,Mall Store,Guardians of the Galaxy,Action,2024-06-14,3.0,2.0,1.0,0
718,CUST282,Suburban Store,Zootopia,Animation,2024-02-23,3.61,3.0,0.6099999999999999,0
719,CUST075,Mall Store,Joker,Drama,2025-03-21,2.88,1.0,1.88,0
720,CUST041,Suburban Store,Inception,Sci-Fi,2024-02-08,9.24,1.5,7.74,9
721,CUST030,Downtown Store,Up,Family,2025-05-21,6.39,0.5,5.89,6
722,CUST018,Suburban Store,Captain Marvel,Action,2025-06-06,7.16,0.5,6.66,6
723,CUST019,Mall Store,Doctor Strange,Action,2024-09-01,8.55,0.5,8.05,4
724,CUST205,Mall Store,It Chapter Two,Horror,2025-02-08,6.05,0.5,5.55,2
725,CUST036,Downtown Store,Guardians of the Galaxy,Action,2025-07-16,4.84,2.0,2.84,3
726,CUST142,Downtown Store,Inception,Sci-Fi,2024-07-18,6.55,1.5,5.05,2
727,CUST090,Mall Store,It Chapter Two,Horror,2025-06-02,3.06,0.0,3.06,3
728,CUST060,Suburban Store,Zootopia,Animation,2024-09-20,10.76,2.0,8.76,12
729,CUST227,Mall Store,Up,Family,2025-07-30,6.84,0.5,6.34,9
730,CUST235,Suburban Store,Inside Out,Animation,2025-04-16,10.97,0.0,10.97,20
731,CUST133,Downtown Store,The Lion King,Family,2025-01-26,8.34,0.5,7.84,6
732,CUST212,Mall Store,Zootopia,Animation,2025-06-12,7.36,3.0,4.36,6
733,CUST148,Downtown Store,Aladdin,Family,2025-02-12,8.74,1.0,7.74,3
734,CUST092,Mall Store,The Matrix,Sci-Fi,2024-11-17,5.54,2.0,3.54,3
735,CUST098,Mall Store,Spider-Man: Far From Home,Action,2024-07-23,4.35,0.5,3.8499999999999996,3
736,CUST118,Downtown Store,Captain Marvel,Action,2024-09-12,10.36,1.0,9.36,8
737,CUST055,Downtown Store,Inside Out,Animation,2024-03-21,8.76,3.0,5.76,8
738,CUST004,Suburban Store,Moana,Family,2024-02-13,10.48,1.0,9.48,12
739,CUST295,Mall Store,Shrek,Animation,2025-05-17,3.83,2.0,1.83,0
740,CUST114,Suburban Store,Titanic,Romance,2024-05-11,2.54,1.5,1.04,0
741,CUST017,Suburban Store,The Matrix,Sci-Fi,2024-12-21,5.94,3.0,2.9400000000000004,2
742,CUST062,Suburban Store,Finding Nemo,Family,2025-06-14,6.6,3.0,3.5999999999999996,1
743,CUST108,Mall Store,Avengers: Endgame,Action,2025-08-17,3.01,1.0,2.01,3
744,CUST281,Mall Store,Spider-Man: Far From Home,Action,2024-08-30,4.69,2.0,2.6900000000000004,3
745,CUST095,Mall Store,Inception,Sci-Fi,2025-03-10,4.11,3.0,1.1100000000000003,0
746,CUST206,Mall Store,Inception,Sci-Fi,2025-04-06,3.8,0.5,3.3,2
747,CUST139,Downtown Store,The Lion King,Family,2025-07-22,6.32,1.5,4.82,4
748,CUST077,Mall Store,Toy Story 4,Animation,2024-01-10,3.77,1.5,2.27,2
749,CUST265,Suburban Store,Coco,Animation,2024-11-19,9.85,1.0,8.85,12
750,CUST291,Downtown Store,The Matrix,Sci-Fi,2025-02-11,2.99,0.5,2.49,1
751,CUST131,Mall Store,Captain Marvel,Action,2024-04-08,6.5,1.0,5.5,6
752,CUST185,Suburban Store,Inception,Sci-Fi,2025-07-24,11.32,1.0,10.32,15
753,CUST211,Downtown Store,Avengers: Endgame,Action,2024-12-25,10.67,2.0,8.67,8
754,CUST295,Suburban Store,Black Panther,Action,2025-07-05,3.75,1.0,2.75,3
755,CUST262,Mall Store,Zootopia,Animation,2025-04-02,10.9,1.5,9.4,12
756,CUST075,Downtown Store,Finding Nemo,Family,2024-12-11,6.22,2.0,4.22,8
757,CUST041,Downtown Store,Joker,Drama,2024-12-17,4.28,1.0,3.2800000000000002,3
758,CUST137,Suburban Store,Up,Family,2025-02-08,4.71,1.5,3.21,3
759,CUST267,Mall Store,Guardians of the Galaxy,Action,2025-02-27,3.67,0.0,3.67,2
760,CUST121,Suburban Store,Guardians of the Galaxy,Action,2024-09-14,11.4,3.0,8.4,4
761,CUST086,Mall Store,Captain Marvel,Action,2024-04-15,2.96,1.5,1.46,0
762,CUST204,Suburban Store,Avengers: Endgame,Action,2024-03-26,3.04,2.0,1.04,0
763,CUST200,Mall Store,Joker,Drama,2024-08-22,4.47,1.0,3.4699999999999998,4
764,CUST065,Downtown Store,Coco,Animation,2025-06-23,10.39,0.0,10.39,5
765,CUST183,Mall Store,Doctor Strange,Action,2025-05-02,6.67,2.0,4.67,6
766,CUST228,Downtown Store,The Matrix,Sci-Fi,2025-07-06,3.77,2.0,1.77,0
767,CUST289,Mall Store,Coco,Animation,2025-06-20,8.4,2.0,6.4,9
768,CUST247,Suburban Store,Inception,Sci-Fi,2024-08-20,10.05,1.5,8.55,12
769,CUST212,Mall Store,Inception,Sci-Fi,2024-06-08,5.04,0.0,5.04,4
770,CUST147,Mall Store,Inception,Sci-Fi,2025-07-01,2.08,1.5,0.5800000000000001,0
771,CUST005,Mall Store,John Wick 3,Action,2024-10-26,7.97,0.0,7.97,9
772,CUST211,Suburban Store,Captain Marvel,Action,2025-03-23,5.95,0.5,5.45,8
773,CUST113,Mall Store,Titanic,Romance,2024-03-22,6.22,0.5,5.72,6
774,CUST273,Mall Store,John Wick 3,Action,2025-02-26,3.88,0.0,3.88,2
775,CUST149,Downtown Store,Toy Story 4,Animation,2025-04-11,8.18,1.0,7.18,12
776,CUST165,Downtown Store,Captain Marvel,Action,2024-06-04,2.5,2.0,0.5,0
777,CUST053,Mall Store,Spider-Man: Far From Home,Action,2024-10-02,3.25,1.5,1.75,0
778,CUST047,Downtown Store,Aladdin,Family,2024-01-16,6.94,1.0,5.94,8
779,CUST256,Mall Store,John Wick 3,Action,2025-04-19,8.97,0.0,8.97,12
780,CUST075,Downtown Store,Joker,Drama,2024-09-29,9.76,0.0,9.76,16
781,CUST099,Mall Store,Spider-Man: Far From Home,Action,2025-01-25,10.28,0.0,10.28,10
782,CUST227,Downtown Store,Titanic,Romance,2024-02-04,3.99,3.0,0.9900000000000002,0
783,CUST107,Mall Store,Minions,Animation,2025-02-02,8.81,1.0,7.8100000000000005,9
784,CUST022,Suburban Store,Spider-Man: Far From Home,Action,2025-07-16,7.21,1.0,6.21,12
785,CUST153,Downtown Store,Coco,Animation,2025-01-04,10.88,3.0,7.880000000000001,6
786,CUST121,Suburban Store,The Lion King,Family,2025-03-20,5.25,0.5,4.75,6
787,CUST062,Mall Store,Black Panther,Action,2024-09-05,2.09,0.0,2.09,4
788,CUST080,Mall Store,Up,Family,2024-04-01,4.49,1.5,2.99,1
789,CUST174,Suburban Store,Doctor Strange,Action,2024-03-02,2.6,3.0,0.0,0
790,CUST275,Downtown Store,Up,Family,2024-05-08,6.88,1.0,5.88,6
791,CUST099,Downtown Store,Finding Nemo,Family,2025-01-21,5.58,0.5,5.08,6
792,CUST249,Suburban Store,Frozen II,Family,2025-03-24,7.59,2.0,5.59,8
793,CUST291,Downtown Store,Captain Marvel,Action,2025-07-10,5.48,3.0,2.4800000000000004,4
794,CUST284,Downtown Store,It Chapter Two,Horror,2024-03-11,7.31,1.5,5.81,6
795,CUST278,Mall Store,It Chapter Two,Horror,2025-04-09,2.01,3.0,0.0,0
796,CUST095,Downtown Store,Guardians of the Galaxy,Action,2025-01-07,9.76,0.5,9.26,12
797,CUST033,Suburban Store,Guardians of the Galaxy,Action,2025-07-05,10.19,0.5,9.69,16
798,CUST283,Downtown Store,Inside Out,Animation,2024-10-16,5.23,3.0,2.2300000000000004,3
799,CUST050,Suburban Store,The Lion King,Family,2024-03-09,2.44,0.5,1.94,0
800,CUST104,Downtown Store,Frozen II,Family,2025-05-12,3.92,0.0,3.92,4
801,CUST251,Suburban Store,Doctor Strange,Action,2024-09-19,2.49,0.5,1.9900000000000002,0
802,CUST107,Suburban Store,Avengers: Endgame,Action,2025-05-18,11.28,0.0,11.28,20
803,CUST032,Mall Store,Coco,Animation,2025-07-25,9.43,1.5,7.93,9
804,CUST030,Suburban Store,Up,Family,2024-09-29,7.29,3.0,4.29,2
805,CUST040,Downtown Store,John Wick 3,Action,2025-06-15,2.97,3.0,0.0,0
806,CUST198,Downtown Store,The Matrix,Sci-Fi,2024-07-16,7.26,0.5,6.76,6
807,CUST286,Mall Store,The Matrix,Sci-Fi,2024-04-18,9.66,2.0,7.66,9
808,CUST235,Suburban Store,Doctor Strange,Action,2025-03-13,10.83,0.5,10.33,10
809,CUST206,Suburban Store,The Matrix,Sci-Fi,2024-12-11,8.58,2.0,6.58,12
810,CUST162,Suburban Store,Inception,Sci-Fi,2024-11-28,10.45,1.5,8.95,16
811,CUST166,Suburban Store,Guardians of the Galaxy,Action,2024-09-03,7.63,0.5,7.13,12
812,CUST282,Suburban Store,Inside Out,Animation,2024-09-17,5.6,1.5,4.1,8
813,CUST001,Suburban Store,Titanic,Romance,2024-02-05,11.83,2.0,9.83,4
814,CUST070,Mall Store,Minions,Animation,2024-01-07,5.0,0.5,4.5,4
815,CUST012,Suburban Store,Zootopia,Animation,2024-10-09,11.19,2.0,9.19,8
816,CUST020,Mall Store,The Lion King,Family,2024-12-30,3.56,1.0,2.56,3
817,CUST128,Downtown Store,Black Panther,Action,2024-09-19,10.11,0.0,10.11,20
818,CUST112,Suburban Store,Black Panther,Action,2024-03-20,9.24,1.5,7.74,6
819,CUST296,Downtown Store,Shrek,Animation,2024-11-03,2.37,2.0,0.3700000000000001,0
820,CUST029,Mall Store,Joker,Drama,2024-12-22,10.8,1.5,9.3,16
821,CUST117,Suburban Store,The Lion King,Family,2024-01-12,8.34,3.0,5.34,8
822,CUST157,Suburban Store,Frozen II,Family,2024-02-12,5.19,2.0,3.1900000000000004,2
823,CUST258,Suburban Store,Zootopia,Animation,2024-08-14,3.53,3.0,0.5299999999999998,0
824,CUST295,Suburban Store,Finding Nemo,Family,2024-04-02,4.22,1.0,3.2199999999999998,4
825,CUST068,Mall Store,Toy Story 4,Animation,2024-03-25,6.76,3.0,3.76,1
826,CUST205,Mall Store,The Matrix,Sci-Fi,2024-03-28,5.99,1.5,4.49,4
827,CUST070,Mall Store,Inside Out,Animation,2025-07-26,3.98,1.5,2.48,2
828,CUST269,Downtown Store,The Matrix,Sci-Fi,2024-09-05,2.72,1.5,1.2200000000000002,0
829,CUST295,Downtown Store,Doctor Strange,Action,2024-04-25,8.72,1.5,7.220000000000001,9
830,CUST098,Mall Store,Inception,Sci-Fi,2024-12-18,7.94,0.0,7.94,9
831,CUST180,Suburban Store,Spider-Man: Far From Home,Action,2025-03-28,8.23,1.5,6.73,3
832,CUST103,Suburban Store,Aladdin,Family,2025-01-17,3.56,3.0,0.56,0
833,CUST028,Downtown Store,The Lion King,Family,2024-05-31,10.69,1.0,9.69,4
834,CUST057,Mall Store,Zootopia,Animation,2025-04-05,6.71,1.0,5.71,4
835,CUST276,Downtown Store,Guardians of the Galaxy,Action,2024-07-27,7.46,1.0,6.46,12
836,CUST073,Suburban Store,Moana,Family,2024-01-19,5.77,3.0,2.7699999999999996,1
837,CUST088,Downtown Store,It Chapter Two,Horror,2024-10-17,4.01,3.0,1.0099999999999998,0
838,CUST239,Suburban Store,Frozen II,Family,2024-01-09,2.67,3.0,0.0,0
839,CUST185,Downtown Store,Doctor Strange,Action,2024-01-20,4.92,3.0,1.92,0
840,CUST195,Suburban Store,Aladdin,Family,2024-04-11,11.04,1.5,9.54,4
841,CUST102,Suburban Store,Spider-Man: Far From Home,Action,2025-04-13,7.61,3.0,4.61,2
842,CUST127,Suburban Store,Frozen II,Family,2024-11-08,5.34,1.5,3.84,2
843,CUST178,Suburban Store,Avengers: Endgame,Action,2024-12-26,5.55,1.0,4.55,4
844,CUST142,Downtown Store,Minions,Animation,2024-09-20,10.79,0.0,10.79,15
845,CUST078,Mall Store,Aladdin,Family,2025-02-06,8.57,0.0,8.57,16
846,CUST117,Mall Store,Minions,Animation,2024-09-03,7.73,1.5,6.23,9
847,CUST169,Mall Store,Moana,Family,2025-07-09,3.32,3.0,0.31999999999999984,0
848,CUST278,Suburban Store,Black Panther,Action,2024-07-26,10.63,1.0,9.63,8
849,CUST075,Suburban Store,The Dark Knight,Action,2025-08-01,11.17,1.0,10.17,5
850,CUST273,Suburban Store,The Matrix,Sci-Fi,2024-05-01,3.84,0.5,3.34,1
851,CUST164,Mall Store,Inside Out,Animation,2025-02-25,5.03,3.0,2.0300000000000002,3
852,CUST097,Downtown Store,Toy Story 4,Animation,2024-05-14,3.85,2.0,1.85,0
853,CUST291,Suburban Store,Moana,Family,2024-08-24,7.96,0.5,7.46,3
854,CUST041,Suburban Store,Inception,Sci-Fi,2025-05-03,3.34,2.0,1.3399999999999999,0
855,CUST192,Downtown Store,Up,Family,2025-01-31,6.91,0.5,6.41,6
856,CUST116,Downtown Store,Captain Marvel,Action,2025-02-22,9.65,0.0,9.65,12
857,CUST114,Suburban Store,The Dark Knight,Action,2024-07-26,9.58,0.0,9.58,8
858,CUST251,Suburban Store,Finding Nemo,Family,2024-11-28,10.67,0.5,10.17,20
859,CUST022,Suburban Store,Titanic,Romance,2025-01-24,9.2,1.5,7.699999999999999,3
860,CUST056,Mall Store,Minions,Animation,2025-04-12,10.27,0.0,10.27,10
861,CUST276,Mall Store,Minions,Animation,2024-02-10,7.58,2.0,5.58,2
862,CUST150,Mall Store,Captain Marvel,Action,2025-02-11,10.84,1.0,9.84,16
863,CUST217,Mall Store,Spider-Man: Far From Home,Action,2024-02-25,8.9,0.5,8.4,16
864,CUST232,Downtown Store,Coco,Animation,2025-05-27,3.13,2.0,1.13,0
865,CUST212,Mall Store,Titanic,Romance,2025-04-06,2.25,1.5,0.75,0
866,CUST047,Mall Store,Finding Nemo,Family,2024-11-27,8.92,3.0,5.92,4
867,CUST064,Downtown Store,Up,Family,2024-04-26,9.06,3.0,6.0600000000000005,9
868,CUST269,Suburban Store,Joker,Drama,2025-01-28,9.27,2.0,7.27,6
869,CUST282,Mall Store,Titanic,Romance,2024-02-14,9.68,1.0,8.68,8
870,CUST075,Downtown Store,Spider-Man: Far From Home,Action,2024-02-22,6.2,1.0,5.2,8
871,CUST093,Downtown Store,John Wick 3,Action,2024-05-14,11.6,0.0,11.6,15
872,CUST235,Mall Store,Avengers: Endgame,Action,2025-05-25,7.44,0.0,7.44,12
873,CUST112,Suburban Store,Aladdin,Family,2025-05-02,6.54,1.5,5.04,2
874,CUST004,Downtown Store,Moana,Family,2025-07-14,4.78,3.0,1.7800000000000002,0
875,CUST095,Downtown Store,Frozen II,Family,2024-02-26,8.53,0.0,8.53,8
876,CUST296,Suburban Store,Frozen II,Family,2024-11-01,5.31,0.0,5.31,2
877,CUST214,Downtown Store,The Lion King,Family,2024-06-14,8.72,2.0,6.720000000000001,6
878,CUST297,Mall Store,Finding Nemo,Family,2024-02-06,2.93,1.0,1.9300000000000002,0
879,CUST195,Downtown Store,Inception,Sci-Fi,2025-03-13,10.43,0.0,10.43,15
880,CUST069,Downtown Store,Shrek,Animation,2024-10-08,5.29,1.5,3.79,2
881,CUST108,Suburban Store,Up,Family,2024-02-29,3.09,3.0,0.08999999999999986,0
882,CUST148,Mall Store,Shrek,Animation,2024-11-20,4.6,2.0,2.5999999999999996,3
883,CUST289,Mall Store,Toy Story 4,Animation,2025-06-16,9.29,1.5,7.789999999999999,12
884,CUST120,Suburban Store,Spider-Man: Far From Home,Action,2024-10-24,11.79,0.0,11.79,5
885,CUST239,Suburban Store,Avengers: Endgame,Action,2024-04-30,9.37,0.5,8.87,16
886,CUST024,Mall Store,The Dark Knight,Action,2024-12-24,7.6,3.0,4.6,4
887,CUST104,Suburban Store,Avengers: Endgame,Action,2024-10-15,4.54,0.0,4.54,6
888,CUST260,Suburban Store,John Wick 3,Action,2024-11-27,9.67,0.0,9.67,12
889,CUST203,Suburban Store,Zootopia,Animation,2025-08-05,8.16,0.0,8.16,8
890,CUST170,Mall Store,Captain Marvel,Action,2025-05-05,11.16,0.0,11.16,10
891,CUST080,Suburban Store,Shrek,Animation,2025-04-16,10.92,2.0,8.92,12
892,CUST212,Suburban Store,Finding Nemo,Family,2024-02-27,10.35,1.0,9.35,12
893,CUST275,Downtown Store,The Matrix,Sci-Fi,2024-08-01,7.77,1.0,6.77,9
894,CUST077,Mall Store,Joker,Drama,2024-02-01,5.39,1.5,3.8899999999999997,2
895,CUST200,Downtown Store,Black Panther,Action,2024-04-29,10.65,1.0,9.65,12
896,CUST017,Mall Store,Up,Family,2025-02-27,2.87,0.5,2.37,3
897,CUST155,Downtown Store,Finding Nemo,Family,2025-06-21,5.02,0.0,5.02,6
898,CUST104,Downtown Store,Frozen II,Family,2025-03-30,7.06,1.5,5.56,4
899,CUST175,Mall Store,Captain Marvel,Action,2025-06-20,5.1,1.0,4.1,4
900,CUST051,Suburban Store,Inside Out,Animation,2024-05-15,4.05,0.0,4.05,8
901,CUST268,Downtown Store,Titanic,Romance,2024-01-05,5.11,0.0,5.11,2
902,CUST240,Downtown Store,Zootopia,Animation,2024-04-15,7.21,3.0,4.21,6
903,CUST296,Mall Store,Avengers: Endgame,Action,2024-08-02,5.21,0.5,4.71,6
904,CUST273,Mall Store,It Chapter Two,Horror,2025-03-27,8.71,1.0,7.710000000000001,6
905,CUST141,Downtown Store,Spider-Man: Far From Home,Action,2024-01-16,11.58,2.0,9.58,4
906,CUST278,Mall Store,Captain Marvel,Action,2025-07-16,5.18,0.5,4.68,6
907,CUST126,Downtown Store,Black Panther,Action,2024-03-13,5.11,1.0,4.11,8
908,CUST067,Downtown Store,Frozen II,Family,2025-04-27,11.03,0.0,11.03,5
909,CUST028,Downtown Store,Titanic,Romance,2025-03-12,5.92,3.0,2.92,4
